,Kingdom,Phylum,Class,Order,Family,Genus,Species,KOK17031_Con_20um_A,KOK17031_Con_20um_B,KOK17031_Con_20um_C,KOK17031_Part_20um_A,KOK17031_Part_20um_B,KOK17031_Part_20um_C,KOK17031_Con_2um_A,KOK17031_Con_2um_B,KOK17031_Con_2um_C,KOK17031_Part_2um_A,KOK17031_Part_2um_B,KOK17031_Part_2um_C,KOK17031_Con_0point2um_A,KOK17031_Con_0point2um_B,KOK17031_Con_0point2um_C,KOK17031_Part_0point2um_A,KOK17031_Part_0point2um_B,KOK17031_Part_0point2um_C,KOK17032_Con_20um_A,KOK17032_Con_20um_B,KOK17032_Con_20um_C,KOK17032_Part_20um_A,KOK17032_Part_20um_B,KOK17032_Part_20um_C,KOK17032_Con_2um_A,KOK17032_Con_2um_B,KOK17032_Con_2um_C,KOK17032_Part_2um_A,KOK17032_Part_2um_B,KOK17032_Part_2um_C,KOK17032_Con_0point2um_A,KOK17032_Con_0point2um_B,KOK17032_Con_0point2um_C,KOK17032_Part_0point2um_A,KOK17032_Part_0point2um_B,KOK17032_Part_0point2um_C,HOT291_Con_20um_A,HOT291_Con_20um_B,HOT291_Con_20um_C,HOT291_Part_20um_A,HOT291_Part_20um_B,HOT291_Part_20um_C,HOT291_Con_2um_A,HOT291_Con_2um_B,HOT291_Con_2um_C,HOT291_Part_2um_A,HOT291_Part_2um_B,HOT291_Part_2um_C,HOT291_Con_0point2um_A,HOT291_Con_0point2um_B,HOT291_Con_0point2um_C,HOT291_Part_0point2um_A,HOT291_Part_0point2um_B,HOT291_Part_0point2um_C,HOT292_Con_20um_A,HOT292_Con_20um_B,HOT292_Con_20um_C,HOT292_Part_20um_A,HOT292_Part_20um_B,HOT292_Part_20um_C,HOT292_Con_2um_A,HOT292_Con_2um_B,HOT292_Con_2um_C,HOT292_Part_2um_A,HOT292_Part_2um_B,HOT292_Part_2um_C,HOT292_Con_0point2um_A,HOT292_Con_0point2um_B,HOT292_Con_0point2um_C,HOT292_Part_0point2um_A,HOT292_Part_0point2um_B,HOT292_Part_0point2um_C
ASV_1636,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,MWH-CFBk5,NA,NA,0.000335196,0,0,0.000223464,0.000223464,0.000111732,0,0,0,0.000111732,0,0.000111732,0,0,0,0,0,0,0,0,0,0.000558659,0.000335196,0.000335196,0,0.000111732,0.000782123,0.000782123,0.000223464,0.000111732,0,0,0,0.000335196,0.000670391,0,0.000223464,0,0,0.000335196,0.000223464,0.000111732,0,0.000335196,0,0,0,0.000111732,0,0,0,0.000111732,0.000111732,0,0,0,0,0.000111732,0,0.000446927,0,0,0.000446927,0.000446927,0.000223464,0.000446927,0,0,0,0,0.000223464,0.000111732
ASV_1637,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales_fa,Fenollaria,NA,0,0,0.006815642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0.000223464,0,0,0,0,0,0.000111732,0.000670391,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0
ASV_1638,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,NA,NA,NA,0,0,0,0,0,0,0.000335196,0,0,0,0.000111732,0,0.000335196,0.000335196,0.000111732,0.000223464,0,0,0,0,0,0,0,0,0.000111732,0.000223464,0.000111732,0.000111732,0,0,0.000111732,0.000335196,0.000223464,0,0.000111732,0.000223464,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0.000111732,0.000111732,0.000111732,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000670391,0,0,0,0.000111732,0.000446927,0.000335196,0,0,0.000223464
ASV_1639,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Arctic97B-4_marine_group,NA,NA,NA,0,0,0,0,0,0,0,0.000223464,0,0,0,0.000223464,0.000446927,0.000335196,0.000223464,0.000111732,0,0.000111732,0,0,0.000111732,0,0.000111732,0,0,0.000111732,0.000335196,0,0,0,0.000223464,0.000111732,0.000446927,0.000446927,0,0.000223464,0,0,0.000558659,0,0,0,0.000111732,0,0,0,0,0,0.000446927,0.000111732,0.000446927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1640,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,0,0,0,0,0,0,0,0.000223464,0,0,0,0,0,0.000335196,0.000111732,0,0.000223464,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000111732,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0.000335196,0.000111732,0.000223464,0,0.000223464,0,0,0,0,0,0,0,0.000111732,0,0,0.000111732,0,0,0.000670391,0.001005587,0.000782123,0.000111732,0,0.000111732
ASV_1641,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,NA,NA,0,0,0,0.00301676,0.000670391,0.000223464,0.000111732,0,0,0.000335196,0.000335196,0,0,0,0.000111732,0,0.000111732,0,0,0.000111732,0,0.000558659,0.000670391,0.000446927,0,0,0.000111732,0.000782123,0.000335196,0.000670391,0,0,0,0,0.000111732,0,0.000111732,0,0,0,0.000111732,0.000670391,0.000782123,0.000111732,0,0.000223464,0.000111732,0,0,0,0,0.000223464,0.000223464,0,0,0,0,0.000335196,0,0.000446927,0,0,0,0.000446927,0.000111732,0.000335196,0.000111732,0,0.000111732,0,0,0.000223464
ASV_1642,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopelagicus,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0.000223464,0.000223464,0.000335196,0.000111732,0,0,0,0,0,0,0,0,0,0.000446927,0,0,0.000111732,0,0.000782123,0,0.000223464,0.000335196,0.000335196,0
ASV_1643,Bacteria,Planctomycetota,Pla3_lineage,NA,NA,NA,NA,0,0,0,0,0,0,0.000111732,0,0.000111732,0,0,0.000111732,0.000111732,0,0,0,0.000111732,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0.000223464,0.000782123,0.000335196,0.000111732,0,0,0.000335196,0,0.000558659,0,0,0,0.000335196,0,0.000111732,0,0,0,0.000111732,0.000335196,0.000670391,0,0,0,0.000446927,0.000558659,0.000558659,0,0.000111732,0,0.000223464,0.000223464,0.000223464,0.000111732,0.000111732,0.000335196
ASV_1644,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Aureispira,NA,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0.000223464,0,0,0.000223464,0.000111732,0,0,0,0,0.000670391,0.000446927,0.000223464,0,0,0,0,0,0,0,0,0,0.000223464,0.000223464,0.000446927,0,0,0,0.000223464,0.000223464,0.000335196,0,0,0,0,0.000223464,0.000111732,0,0,0,0.001005587,0.000223464,0.00122905,0,0,0,0.000335196,0.000335196,0.000223464,0,0,0,0.000223464,0,0.000223464
ASV_1645,Archaea,Thermoplasmatota,Thermoplasmata,Marine_Group_II,NA,NA,NA,0.001117318,0,0,0,0.000111732,0.000111732,0,0,0.000335196,0,0.000111732,0.000111732,0,0,0,0.000111732,0.000335196,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0.000111732,0,0,0,0.000111732,0,0,0.00122905,0,0,0,0,0,0.000111732,0.000223464,0,0,0,0.000670391,0.000335196,0.000111732,0,0,0,0,0,0.001005587,0,0,0,0.000223464,0,0,0,0,0,0,0.000335196,0.000223464,0,0.000111732,0.000223464
ASV_1646,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,0.000446927,0,0,0,0,0.000111732,0,0,0,0,0.000223464,0.000335196,0.000558659,0.000446927,0.000335196,0.000223464,0,0.000335196,0.000335196,0,0,0,0,0,0,0,0.000335196,0,0,0.000111732,0.000223464,0.000223464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000446927,0.000335196,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0.000446927,0,0,0.000111732,0,0.000335196,0.000335196,0.000111732,0,0
ASV_1647,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,NA,NA,NA,0,0,0,0,0,0.000223464,0.000111732,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000335196,0,0,0,0,0.000446927,0.000558659,0.000223464,0.000111732,0,0,0,0,0.001117318,0,0,0,0.000111732,0.000111732,0,0,0,0,0.000223464,0.000558659,0.000223464,0.000223464,0.000223464,0.000223464
ASV_1648,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,JL-ETNP-F27,NA,0,0,0,0,0,0.000111732,0,0.000223464,0,0.000111732,0.000111732,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0.000335196,0.000111732,0,0,0,0,0.000111732,0,0.000335196,0,0.000111732,0,0.002681564,0.002458101,0.001899441,0,0,0,0,0.000446927,0,0,0,0,0.000223464,0.000223464,0,0.000111732,0.000111732,0
ASV_1649,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0.000223464,0,0.000223464,0.000111732,0,0.000223464,0,0,0,0,0,0,0,0,0.000111732,0,0,0.000111732,0,0.000223464,0.000335196,0.000223464,0,0,0,0,0,0,0,0,0,0,0,0.000670391,0,0,0,0.000111732,0.000223464,0.000111732,0.000111732,0,0,0,0,0,0,0,0,0.000446927,0.000223464,0.000111732,0,0,0,0.000558659,0.000335196,0.000223464,0,0.000111732,0
ASV_1650,Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0.000111732,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0.000223464,0,0,0,0.000223464,0.000446927,0.000223464,0,0,0,0,0,0,0,0,0,0,0,0.000223464,0,0,0,0.000335196,0.000223464,0.000446927,0,0.000223464,0
ASV_1651,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,NA,0.001005587,0.001787709,0,0.000111732,0.000111732,0.000223464,0.000670391,0.000223464,0.000782123,0.000111732,0.000223464,0.000335196,0,0,0,0,0,0,0.000223464,0.000111732,0.00122905,0.000111732,0,0.000111732,0.000558659,0.000335196,0.000670391,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0.000111732,0,0,0,0,0.000111732,0,0,0,0
ASV_1652,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,0,0,0,0,0,0,0.000111732,0,0,0,0.000111732,0.000335196,0.000335196,0.000335196,0.000223464,0.000558659,0.000223464,0.000111732,0.000111732,0,0,0,0,0.000111732,0,0,0,0.000111732,0,0,0.000223464,0.000223464,0.000223464,0,0,0.000111732,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0.000335196,0.000111732,0.000223464,0.000111732,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0.000335196,0.000223464,0.000223464,0.000223464,0,0
ASV_1653,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,0,0,0,0,0,0,0,0.000223464,0,0,0,0,0.000223464,0.000335196,0.000111732,0,0.000335196,0.000111732,0,0,0,0,0,0,0,0.000223464,0,0,0,0,0.000558659,0.000111732,0.000223464,0.000111732,0.000111732,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0.000111732,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223464,0.000558659,0,0,0.000111732,0
ASV_1654,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0.001117318,0.000446927,0,0.000446927,0.000223464,0.000223464,0.000223464,0,0,0,0,0,0.000335196,0.000111732,0,0.000111732,0,0,0.000446927,0.000335196,0.000223464,0.000335196,0.000111732,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0.000335196,0,0.000335196,0,0,0,0,0.000111732,0,0,0,0,0,0,0.000111732,0,0,0,0,0.000111732,0,0,0,0
ASV_1656,Bacteria,NB1-j,NA,NA,NA,NA,NA,0.000893855,0.002234637,0,0,0.000111732,0.000335196,0,0,0.000335196,0.000223464,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000335196,0,0,0,0,0,0,0.000111732,0.000111732,0,0,0,0,0,0,0,0.000223464,0.000223464,0,0,0,0.000111732,0,0,0,0,0,0,0,0.001340782,0,0,0,0.000111732,0.000446927,0.000893855,0.000223464,0.000111732,0,0.000111732,0,0,0,0,0,0
ASV_1657,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA,0.000223464,0.000893855,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000111732,0,0,0,0,0,0,0,0,0,0,0.000223464,0.002122905,0.001452514,0,0,0.000111732,0.000558659,0.001787709,0,0.000111732,0,0,0,0,0,0,0,0,0,0.000558659,0,0,0,0,0.000223464,0.000223464,0,0,0,0,0,0,0,0,0,0
ASV_1658,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,NA,NA,NA,0,0,0,0,0.000111732,0,0,0,0.000558659,0.000223464,0.000111732,0.000223464,0.000223464,0.000111732,0.000335196,0.000223464,0.000223464,0.000111732,0.000111732,0,0.000670391,0,0,0,0.000335196,0,0,0,0.000111732,0,0.000223464,0.000111732,0.000111732,0.000111732,0,0.000111732,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000111732,0,0,0.000223464,0,0.000446927,0.000111732,0.000446927,0.000446927,0.000111732,0
ASV_1659,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group,NA,0,0,0,0,0,0.000111732,0.000335196,0.000111732,0,0,0.000111732,0.000223464,0.000335196,0.000111732,0.000335196,0.000335196,0.000335196,0.000111732,0,0,0,0.000111732,0,0,0.000335196,0.000111732,0,0,0,0.000223464,0.000335196,0.000335196,0,0.000223464,0.000111732,0,0,0.000335196,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000111732,0,0,0,0,0,0,0,0.000111732,0,0,0.000111732,0,0,0,0,0.000111732,0,0.000111732,0,0,0
ASV_1660,Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0.000223464,0.000111732,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000335196,0,0.000111732,0,0.000111732,0,0.000335196,0.000223464,0.000335196,0,0,0,0.000111732,0.001452514,0,0,0,0,0,0.000111732,0,0,0,0,0.000335196,0.000446927,0.000670391,0.000223464,0.000335196,0
ASV_1661,Bacteria,Desulfobacterota,Desulfuromonadia,PB19,NA,NA,NA,0.001340782,0,0,0.000335196,0.000335196,0.000335196,0.000335196,0.000558659,0.000670391,0.000111732,0.000223464,0,0.000223464,0,0.000111732,0.000111732,0,0.000111732,0.000111732,0.000111732,0.000111732,0.000111732,0,0.000111732,0.000223464,0.000670391,0.000223464,0,0,0,0.000111732,0.000223464,0,0,0.000111732,0,0,0,0.001564246,0,0,0,0.000223464,0.000111732,0.000335196,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0.000335196,0.000223464,0.000335196,0,0,0,0,0,0,0,0,0
ASV_1662,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,NA,0.001564246,0.001564246,0,0,0.000111732,0,0,0.000893855,0.001787709,0,0.000223464,0.000223464,0.000111732,0.000111732,0,0,0,0,0,0.000335196,0.00122905,0,0,0,0.000558659,0.000223464,0.000446927,0.000111732,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000558659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1663,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Phormidiaceae,Trichodesmium_IMS101,NA,0,0,0,0.013184358,0.002346369,0.003463687,0,0,0,0.002234637,0.001340782,0.001117318,0,0,0,0.000223464,0.000111732,0,0,0,0.000335196,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1665,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA,0,0,0,0.004469274,0.000223464,0.000111732,0,0,0,0.002569832,0.004134078,0.002569832,0,0,0,0.000223464,0.000111732,0.000335196,0.000111732,0.000111732,0.000111732,0,0,0,0,0,0,0.000111732,0.000223464,0.000335196,0,0,0,0,0,0,0,0,0,0.000223464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0.000111732,0.000111732,0,0,0,0.000111732,0,0
ASV_1666,Bacteria,PAUC34f,NA,NA,NA,NA,NA,0,0,0,0,0,0.000223464,0.000335196,0.000223464,0.000223464,0.000223464,0.000111732,0.000111732,0.000111732,0,0.000223464,0,0.000223464,0.000335196,0,0.000335196,0,0,0,0,0,0.000111732,0,0,0,0,0.000111732,0,0.000335196,0,0.000111732,0.000111732,0,0,0,0,0,0,0.000446927,0.000446927,0,0,0,0,0.000335196,0.000111732,0.000111732,0,0,0,0,0,0,0,0,0,0,0.000670391,0.000223464,0,0,0,0.000111732,0.000111732,0.000223464,0.000111732,0,0.000111732
ASV_1668,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0.000223464,0.000670391,0.000670391,0.000223464,0,0,0,0.000670391,0.000670391,0.000782123,0,0,0,0.000446927,0.000893855,0.00122905,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0.000111732,0,0
ASV_1669,Bacteria,Planctomycetota,OM190,NA,NA,NA,NA,0,0,0,0.000111732,0,0.000782123,0,0.000111732,0,0.000223464,0.000670391,0.000670391,0,0,0,0,0.000111732,0,0.000335196,0.000335196,0.000223464,0,0.000223464,0.000111732,0,0,0.000223464,0.000223464,0.000223464,0.000223464,0,0,0,0,0,0,0.001675978,0.000558659,0,0,0.000111732,0.000223464,0,0.000223464,0,0,0,0,0,0,0,0,0,0.000111732,0.000111732,0.000782123,0,0.000111732,0.000111732,0.000223464,0.000223464,0.000111732,0.000446927,0.000223464,0.000111732,0.000223464,0,0,0,0,0,0.000111732
ASV_1670,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,Nisaeaceae,OM75_clade,NA,0,0,0,0,0,0,0,0.000111732,0,0.000335196,0,0,0.000111732,0.000223464,0.000558659,0.000223464,0.000111732,0.000335196,0,0,0.000446927,0,0,0,0.000111732,0.000223464,0,0,0,0.000111732,0.000446927,0.000335196,0.000111732,0,0.000223464,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0.00122905,0.000223464,0.000335196,0,0.000111732,0.000111732,0.000558659,0,0,0,0,0
ASV_1671,Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA,0.000893855,0,0,0,0,0,0,0,0,0.000111732,0,0.000111732,0.000335196,0.000111732,0.000111732,0.000335196,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000223464,0.000111732,0,0.000111732,0,0,0,0,0,0,0,0.000111732,0,0.000893855,0,0,0,0.000223464,0.000446927,0.000223464,0.000111732,0,0,0,0,0,0,0,0,0.000223464,0.000223464,0,0,0,0,0.000782123,0,0.000335196,0,0,0
ASV_1672,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,NA,NA,NA,0,0.002905028,0,0,0,0.000111732,0,0,0,0.000111732,0,0,0,0.000223464,0.000223464,0,0.000111732,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000111732,0,0.000111732,0,0.000111732,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0.000223464,0.000111732,0,0,0,0.000335196,0.000446927,0.000111732,0,0.000111732,0.000111732
ASV_1673,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0.000111732,0.000335196,0.000558659,0.000111732,0.000670391,0.000335196,0.000111732,0,0,0,0,0,0,0,0,0,0,0.000223464,0.000111732,0.000223464,0.000223464,0.000335196,0.000111732,0.000111732,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0.000446927,0.000223464,0.000223464,0,0.000111732,0,0.000670391,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000111732,0.000111732,0,0,0
ASV_1674,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,0,0,0,0.000335196,0,0,0,0.000223464,0,0,0,0,0.000111732,0.000111732,0.000111732,0.000111732,0.000446927,0.000223464,0,0,0.000223464,0,0,0,0,0.000223464,0.000558659,0,0,0,0.000223464,0.000111732,0,0.000335196,0.000223464,0.000111732,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0.000111732,0.000111732,0.000446927,0,0,0,0,0,0,0,0,0,0.000335196,0,0.000111732,0,0,0,0,0,0,0,0,0
ASV_1675,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,0,0,0,0,0,0,0,0,0,0.000223464,0.000223464,0.000111732,0.000223464,0.000111732,0.000111732,0.000111732,0.000111732,0,0,0,0,0,0,0,0.000223464,0,0,0,0,0,0.000223464,0.000111732,0.000111732,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0.000223464,0,0.000111732,0,0,0,0,0,0,0,0.000111732,0.000223464,0,0,0,0,0.000558659,0.000335196,0.000223464,0.000111732,0,0.000335196
ASV_1676,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Algicola,NA,0.004916201,0,0,0,0,0,0,0.000111732,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0.005251397,0,0.000111732,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0.001452514,0,0,0,0,0,0,0,0,0.000223464,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732
ASV_1677,Bacteria,Chloroflexi,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.000335196,0.000111732,0,0.000111732,0,0.000223464,0.000446927,0.000335196,0,0.000335196,0.000670391,0.000111732,0.000446927,0,0.000223464,0,0,0,0.000223464,0.000223464,0,0,0,0,0.000223464,0.000446927,0.000446927,0,0.000223464,0.000111732,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0.000111732,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1678,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,Nisaeaceae,OM75_clade,NA,0,0,0,0,0,0,0,0,0,0.000223464,0,0.000111732,0,0.000111732,0.000111732,0.000111732,0.000111732,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0.000335196,0.000335196,0.000223464,0,0,0,0,0,0.000558659,0,0,0,0,0,0,0,0,0,0.001005587,0.001005587,0.001340782,0.000111732,0.000335196,0.000111732,0.000223464,0.000111732,0,0,0,0
ASV_1679,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,0,0,0,0,0,0,0,0,0,0.000111732,0.000111732,0.000223464,0.000111732,0.000223464,0.000223464,0.000335196,0.000111732,0.000111732,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0.000335196,0.000223464,0.000111732,0.000111732,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000111732,0.000111732,0,0.000223464,0,0,0,0,0,0,0,0,0,0.000558659,0,0,0,0.000335196,0.000111732,0.000335196,0.000111732,0,0
ASV_1680,Bacteria,PAUC34f,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.000111732,0.000111732,0,0.000335196,0.000111732,0.000223464,0,0.000111732,0.000446927,0.000223464,0.000111732,0.000223464,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0.000111732,0.000223464,0,0.000111732,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0.000111732,0.000446927,0.000111732,0.000558659,0,0,0,0,0,0,0,0,0,0.000335196,0.000223464,0.000335196,0,0,0,0.000223464,0.000223464,0.000223464,0.000111732,0.000111732,0
ASV_1681,Bacteria,Chloroflexi,TK10,NA,NA,NA,NA,0,0,0,0,0,0,0.000111732,0.000111732,0.000111732,0.000223464,0,0.000111732,0.000111732,0.000111732,0.000111732,0,0,0.000223464,0.000111732,0,0,0,0,0,0,0.000335196,0,0,0,0,0.000111732,0,0,0.000111732,0,0.000223464,0,0,0,0,0,0,0.000111732,0,0.000782123,0,0,0,0.000558659,0.000782123,0.000335196,0,0.000111732,0.000111732,0,0,0,0,0,0,0.000335196,0.000111732,0,0,0.000111732,0,0,0.000893855,0.000111732,0,0.000111732,0.000111732
ASV_1682,Bacteria,Proteobacteria,Gammaproteobacteria,HgCo23,NA,NA,NA,0,0,0,0,0,0,0,0.000223464,0,0.000223464,0,0,0.000111732,0.000223464,0,0,0,0.000223464,0,0.000223464,0,0,0,0,0,0,0,0.000223464,0,0,0.000111732,0,0.000223464,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0.000335196,0.000223464,0.000111732,0,0,0,0,0,0,0,0,0,0.000223464,0.000111732,0.000223464,0,0,0,0.000335196,0.000558659,0.000335196,0,0.000111732,0
ASV_1683,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0.000223464,0.000223464,0,0.000223464,0.000335196,0,0,0,0.000111732,0,0,0,0,0,0.000111732,0.000335196,0.000335196,0.000111732,0,0,0.000223464,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0.000335196,0.000223464,0.000111732,0,0,0.000111732,0,0,0,0,0,0,0.000223464,0.000558659,0.000335196,0,0,0,0.000111732,0.000111732,0.000335196,0.000111732,0.000223464,0
